Name,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,Region,City,State-Province,CategoryName,ItemCost,NumberofItem
Andrew,1952-11-24,M,M,andrew20@adventure-works.com,70000,East,Santa Monica,California,,3.99,49
Cameron,1953-09-16,S,M,cameron12@adventure-works.com,60000,East,Westminster,British Columbia,,21.49,14
Christian,1953-02-25,S,M,christian14@adventure-works.com,60000,South,Corvallis,Oregon,,49.99,95
Elijah,1953-12-26,S,M,elijah11@adventure-works.com,60000,West,W. Linn,Oregon,,8.99,80
Andres,1953-12-02,S,M,andres3@adventure-works.com,60000,South,Burbank,California,,4.99,73
Stanley,1953-10-17,M,M,stanley7@adventure-works.com,60000,East,Burlingame,California,,34.99,34
Jennifer,1953-12-02,S,F,jennifer83@adventure-works.com,60000,South,Colma,California,,49.99,11
Allison,1953-10-13,M,F,allison26@adventure-works.com,70000,West,San Francisco,California,,24.99,62
Jeremiah,1954-01-03,M,M,jeremiah2@adventure-works.com,40000,East,Royal Oak,British Columbia,,2.29,40
Emma,1954-05-10,S,F,emma23@adventure-works.com,40000,East,Westminster,British Columbia,,32.6,69
Ryan,1954-02-04,M,M,ryan11@adventure-works.com,60000,South,Edmonds,Washington,,2.29,68
Trinity,1954-02-03,M,F,trinity13@adventure-works.com,60000,West,Issaquah,Washington,,32.6,83
Jackson,1954-03-20,S,M,jackson33@adventure-works.com,60000,South,Marysville,Washington,,3.99,73
Gabriel,1954-06-26,M,M,gabriel6@adventure-works.com,60000,East,Woodburn,Oregon,,24.49,19
Drew,1954-06-13,M,M,drew6@adventure-works.com,60000,South,Burbank,California,,29.99,58
Isaiah,1954-06-26,S,M,isaiah18@adventure-works.com,70000,West,Lakewood,California,,29.99,3
Jackson,1954-01-18,S,M,jackson48@adventure-works.com,80000,East,Spring Valley,California,,4.99,47
William,1955-08-18,S,M,william14@adventure-works.com,60000,East,Westminster,British Columbia,,9.99,61
Sydney,1955-11-03,S,F,sydney43@adventure-works.com,60000,South,Oregon City,Oregon,,4.99,6
Dalton,1955-12-24,M,M,dalton41@adventure-works.com,60000,West,Renton,Washington,,54.99,68
Deanna,1955-09-09,S,F,deanna42@adventure-works.com,60000,South,Burbank,California,,29.99,67
Miguel,1955-02-03,S,M,miguel69@adventure-works.com,60000,East,Glendale,California,,9.99,33
Sydney,1956-04-25,M,F,sydney52@adventure-works.com,40000,South,Glendale,California,,4.99,32
Jacob,1956-09-26,S,M,jacob19@adventure-works.com,70000,West,Haney,British Columbia,,69.99,52
Samuel,1956-11-02,S,M,samuel30@adventure-works.com,70000,East,Burlingame,California,,69.99,75
Marcus,1956-08-27,S,M,marcus50@adventure-works.com,70000,East,Corvallis,Oregon,,53.99,59
Jeremy,1956-05-10,M,M,jeremy10@adventure-works.com,70000,South,Santa Monica,California,,69.99,18
Brandon,1956-06-10,M,M,brandon22@adventure-works.com,70000,West,Bremerton,Washington,,8.99,58
Taylor,1956-02-10,S,F,taylor19@adventure-works.com,70000,South,Mill Valley,California,,4.99,20
Natalie,1957-09-16,M,F,natalie11@adventure-works.com,60000,East,Glendale,California,,69.99,76
Jonathan,1957-01-15,M,M,jonathan10@adventure-works.com,60000,South,Edmonds,Washington,,49.99,33
Elijah,1957-08-22,S,M,elijah40@adventure-works.com,60000,West,Woodland Hills,California,,4.99,53
Rebecca,1957-10-25,M,F,rebecca18@adventure-works.com,60000,East,Ballard,Washington,,21.98,29
Brandon,1970-10-16,M,M,brandon51@adventure-works.com,60000,East,Haney,British Columbia,,21.98,59
Vanessa,1970-10-23,S,F,vanessa12@adventure-works.com,60000,South,Lakewood,California,,34.99,62
Xavier,1973-10-26,S,M,xavier63@adventure-works.com,70000,West,Spokane,Washington,,4.99,7
Colleen,1973-03-20,S,F,colleen4@adventure-works.com,70000,South,Berkeley,California,,34.99,48
Charles,1976-04-10,S,M,charles45@adventure-works.com,80000,East,Royal Oak,British Columbia,,8.99,79
Edward,1972-02-02,M,M,edward34@adventure-works.com,80000,South,Langford,British Columbia,,3.99,79
Luke,1972-07-15,M,M,luke8@adventure-works.com,80000,West,Westminster,British Columbia,,4.99,98
Olivia,1972-03-02,S,F,olivia6@adventure-works.com,90000,East,Portland,Oregon,,24.49,1
Anna,1971-11-10,S,F,anna64@adventure-works.com,110000,East,Mill Valley,California,,21.49,44
Gabriella,1967-02-19,S,F,gabriella7@adventure-works.com,80000,South,Yakima,Washington,,2.29,4
Jack,1967-06-02,M,M,jack48@adventure-works.com,80000,West,Port Hammond,British Columbia,,28.99,10
William,1972-10-03,S,M,william9@adventure-works.com,110000,South,Berkeley,California,,4.99,20
Kelly,1983-09-26,S,F,kelly20@adventure-works.com,40000,East,Portland,Oregon,,34.99,5
Jack,1983-07-22,S,M,jack20@adventure-works.com,40000,South,Bellflower,California,,35.0,14
Michele,1983-08-25,S,F,michele0@adventure-works.com,40000,West,Burlingame,California,,4.99,56
Ian,1983-02-04,S,M,ian71@adventure-works.com,40000,East,La Jolla,California,,34.99,44
Nelson,1948-10-03,S,M,nelson1@adventure-works.com,10000,East,Goulburn,New South Wales,,21.98,94
Abby,1948-09-03,M,F,abby0@adventure-works.com,20000,South,North Ryde,New South Wales,,4.99,12
Monica,1948-11-11,M,F,monica6@adventure-works.com,20000,West,Rockhampton,Queensland,,9.99,85
Angelica,1983-03-05,M,F,angelica20@adventure-works.com,60000,South,West Covina,California,,21.98,75
Latoya,1982-05-09,S,F,latoya11@adventure-works.com,30000,East,Bellflower,California,,34.99,45
Olivia,1982-01-03,S,F,olivia28@adventure-works.com,60000,South,Coronado,California,,53.99,84
Jocelyn,1982-06-20,S,F,jocelyn8@adventure-works.com,60000,West,Downey,California,,9.99,81
David,1982-04-01,S,M,david46@adventure-works.com,60000,East,La Jolla,California,,4.99,86
Jaime,1949-04-19,S,M,jaime31@adventure-works.com,10000,East,Silverwater,New South Wales,,2294.99,18
Dennis,1949-04-21,M,M,dennis5@adventure-works.com,20000,South,South Melbourne,Victoria,,21.98,25
Alan,1950-08-25,S,M,alan20@adventure-works.com,20000,West,Melbourne,Victoria,,34.99,44
Jose,1950-12-10,S,M,jose8@adventure-works.com,30000,South,Cranbourne,Victoria,,2319.99,57
Pamela,1950-02-21,S,F,pamela22@adventure-works.com,30000,East,Townsville,Queensland,,21.98,17
Ricky,1950-01-28,M,M,ricky20@adventure-works.com,40000,South,Warrnambool,Victoria,,34.99,17
Russell,1950-05-10,M,M,russell18@adventure-works.com,40000,West,Geelong,Victoria,,2319.99,22
Cassandra,1951-03-18,S,F,cassandra8@adventure-works.com,20000,East,Matraville,New South Wales,,2294.99,56
Clarence,1951-05-14,S,M,clarence3@adventure-works.com,20000,East,Melbourne,Victoria,,35.0,47
Arianna,1982-05-15,S,F,arianna13@adventure-works.com,60000,South,Lakewood,California,,4.99,59
Megan,1981-11-18,S,F,megan14@adventure-works.com,40000,West,Metchosin,British Columbia,,34.99,86
Emma,1981-08-18,S,F,emma43@adventure-works.com,40000,South,Vancouver,British Columbia,,2319.99,45
Melanie,1981-02-19,S,F,melanie18@adventure-works.com,40000,East,Bellingham,Washington,,21.98,18
Joan,1981-07-28,S,F,joan9@adventure-works.com,40000,South,Puyallup,Washington,,8.99,72
Jack,1981-07-05,S,M,jack56@adventure-works.com,40000,West,Salem,Oregon,,2319.99,18
Megan,1981-03-04,S,F,megan9@adventure-works.com,60000,East,Fremont,California,,34.99,41
Blake,1981-11-23,S,M,blake52@adventure-works.com,70000,East,Santa Monica,California,,742.35,13
Victoria,1981-09-27,M,F,victoria47@adventure-works.com,70000,South,Santa Monica,California,,28.99,34
Brian,1980-06-07,M,M,brian31@adventure-works.com,60000,West,Lincoln Acres,California,,742.35,48
Yolanda,1953-07-17,M,F,yolanda15@adventure-works.com,20000,South,Malabar,New South Wales,,7.95,37
Darren,1953-03-17,S,M,darren18@adventure-works.com,20000,East,Perth,South Australia,,539.99,95
Sabrina,1953-01-22,S,F,sabrina11@adventure-works.com,20000,South,Wollongong,New South Wales,,21.49,70
Toni,1954-08-21,S,F,toni13@adventure-works.com,10000,West,Matraville,New South Wales,,3.99,86
Beth,1954-06-23,S,F,beth6@adventure-works.com,20000,East,Hervey Bay,Queensland,,34.99,50
Brad,1954-11-27,M,M,brad20@adventure-works.com,20000,East,Cloverdale,South Australia,,24.49,53
Frank,1954-01-13,S,M,frank33@adventure-works.com,20000,South,Rockhampton,Queensland,,539.99,99
Steve,1954-10-16,M,M,steve13@adventure-works.com,20000,West,Newcastle,New South Wales,,21.49,84
Tamara,1954-03-01,S,F,tamara31@adventure-works.com,20000,South,Newcastle,New South Wales,,2.29,48
Noah,1984-01-13,S,M,noah1@adventure-works.com,40000,East,Burbank,California,,120.0,72
Lacey,1956-08-21,M,F,lacey22@adventure-works.com,20000,South,Lavender Bay,New South Wales,,2384.07,41
Mallory,1956-10-12,M,F,mallory11@adventure-works.com,20000,West,Cranbourne,Victoria,,28.99,11
Jessie,1956-11-26,S,M,jessie20@adventure-works.com,20000,East,Warrnambool,Victoria,,4.99,22
Erik,1956-10-05,M,M,erik16@adventure-works.com,20000,East,North Sydney,New South Wales,,34.99,1
Jessie,1956-06-26,M,M,jessie23@adventure-works.com,30000,South,Cranbourne,Victoria,,2384.07,55
Jaime,1956-03-28,M,M,jaime47@adventure-works.com,30000,West,Lane Cove,New South Wales,,4.99,33
Margaret,1957-02-10,M,F,margaret6@adventure-works.com,40000,South,Bendigo,Victoria,,8.99,78
Bonnie,1957-12-10,S,F,bonnie26@adventure-works.com,40000,East,Townsville,Queensland,,53.99,69
Jimmy,1957-04-10,M,M,jimmy17@adventure-works.com,40000,South,Matraville,New South Wales,,2443.35,69
Tony,1957-07-12,M,M,tony5@adventure-works.com,40000,West,Perth,South Australia,,8.99,25
Vanessa,1958-01-19,S,F,vanessa22@adventure-works.com,40000,East,Warrnambool,Victoria,,4.99,75
Monique,1958-06-08,S,F,monique17@adventure-works.com,40000,East,Rhodes,New South Wales,,34.99,84
Marie,1959-03-25,S,F,marie15@adventure-works.com,80000,South,Hobart,Tasmania,,24.49,85
Karl,1959-11-08,M,M,karl21@adventure-works.com,80000,West,Malabar,New South Wales,,2294.99,11
Nathan,1979-07-16,M,M,nathan20@adventure-works.com,40000,South,Victoria,British Columbia,,2319.99,1
Martha,1979-11-11,M,F,martha15@adventure-works.com,40000,East,Burbank,California,,54.99,84
Calvin,1979-03-07,S,M,calvin19@adventure-works.com,40000,South,Burlingame,California,,539.99,22
Tonya,1979-04-17,S,F,tonya6@adventure-works.com,40000,West,Concord,California,,21.49,47
Seth,1979-06-22,S,M,seth45@adventure-works.com,60000,East,El Cajon,California,,2.29,92
Elizabeth,1978-07-17,M,F,elizabeth10@adventure-works.com,50000,East,San Francisco,California,,159.0,18
Sydney,1977-04-11,S,F,sydney64@adventure-works.com,60000,South,Los Angeles,California,,1120.49,68
Dale,1977-11-25,S,M,dale20@adventure-works.com,70000,West,Burbank,California,,3.99,34
Edward,1980-06-24,S,M,edward57@adventure-works.com,60000,South,Bellflower,California,,24.99,42
Alícia,1960-05-26,S,F,alícia18@adventure-works.com,80000,East,Cranbourne,Victoria,,49.99,63
Levi,1960-09-19,M,M,levi11@adventure-works.com,80000,South,Rhodes,New South Wales,,1120.49,76
Jacquelyn,1961-02-08,M,F,jacquelyn7@adventure-works.com,70000,West,Melbourne,Victoria,,34.99,82
Janelle,1962-05-08,M,F,janelle3@adventure-works.com,100000,East,Melton,Victoria,,1120.49,24
Glenn,1962-02-04,S,M,glenn24@adventure-works.com,100000,East,Rockhampton,Queensland,,24.99,30
Noah,1962-02-06,S,M,noah18@adventure-works.com,100000,South,Cranbourne,Victoria,,3.99,33
Lee,1962-10-13,S,M,lee20@adventure-works.com,100000,West,Malabar,New South Wales,,34.99,23
Kaitlyn,1962-03-23,S,F,kaitlyn27@adventure-works.com,100000,South,Gold Coast,Queensland,,8.99,78
Julie,1963-03-16,S,F,julie10@adventure-works.com,100000,East,Brisbane,Queensland,,1120.49,73
Shannon,1963-03-05,M,M,shannon28@adventure-works.com,100000,South,Perth,South Australia,,24.99,85
Tonya,1963-12-20,M,F,tonya19@adventure-works.com,100000,West,Gold Coast,Queensland,,3.99,75
Angel,1978-01-14,M,M,angel23@adventure-works.com,50000,East,Haney,British Columbia,,2319.99,4
Andrea,1978-12-10,M,F,andrea20@adventure-works.com,60000,East,Yakima,Washington,,21.98,80
Chloe,1978-09-26,S,F,chloe56@adventure-works.com,60000,South,Burbank,California,,49.99,100
Bryan,1970-11-19,M,M,bryan15@adventure-works.com,120000,West,Colma,California,,8.99,65
Alyssa,1970-09-14,M,F,alyssa28@adventure-works.com,130000,South,Grossmont,California,,8.99,63
Timothy,1970-03-01,M,M,timothy2@adventure-works.com,130000,East,San Gabriel,California,,3.99,89
Hannah,1961-09-22,M,F,hannah35@adventure-works.com,70000,South,Westminster,British Columbia,,21.49,94
Brandon,1968-05-16,S,M,brandon3@adventure-works.com,40000,West,Glendale,California,,34.99,98
Brianna,1968-06-16,S,F,brianna29@adventure-works.com,40000,East,Daly City,California,,24.49,2
Sydney,1968-03-17,S,F,sydney60@adventure-works.com,60000,East,Oregon City,Oregon,,4.99,48
Pedro,1968-03-16,M,M,pedro33@adventure-works.com,60000,South,Burien,Washington,,34.99,46
Adam,1968-10-04,M,M,adam52@adventure-works.com,60000,West,Haney,British Columbia,,9.99,19
Caroline,1968-05-08,M,F,caroline19@adventure-works.com,60000,South,Bellflower,California,,4.99,11
Jack,1967-07-20,M,M,jack58@adventure-works.com,70000,East,Metchosin,British Columbia,,120.0,90
Eduardo,1967-02-13,M,M,eduardo46@adventure-works.com,70000,South,Woodland Hills,California,,564.99,95
Riley,1972-08-22,S,F,riley4@adventure-works.com,60000,West,Torrance,California,,34.99,6
Richard,1967-11-28,S,M,richard84@adventure-works.com,60000,East,Port Orchard,Washington,,2443.35,35
Suzanne,1966-07-17,S,F,suzanne2@adventure-works.com,60000,East,Berkeley,California,,32.6,53
Ashley,1966-05-24,M,F,ashley0@adventure-works.com,60000,South,Burlingame,California,,3.99,14
Grace,1966-03-16,S,F,grace54@adventure-works.com,60000,West,Lakewood,California,,34.99,22
Brandon,1966-02-11,M,M,brandon20@adventure-works.com,60000,South,Redmond,Washington,,49.99,21
Shelby,1966-08-10,M,F,shelby6@adventure-works.com,60000,East,Olympia,Washington,,8.99,34
Ian,1966-10-08,M,M,ian45@adventure-works.com,60000,South,Edmonds,Washington,,4.99,56
Mary,1965-02-14,S,F,mary17@adventure-works.com,40000,West,Marysville,Washington,,3.99,72
Gabriella,1965-11-13,S,F,gabriella13@adventure-works.com,40000,East,Mill Valley,California,,24.99,42
Ariana,1965-08-20,M,F,ariana12@adventure-works.com,60000,East,Cliffside,British Columbia,,8.99,35
Wyatt,1965-07-12,M,M,wyatt49@adventure-works.com,60000,South,Lake Oswego,Oregon,,24.99,75
Caroline,1965-03-23,M,F,caroline10@adventure-works.com,60000,West,Chula Vista,California,,2.29,74
Steven,1965-07-25,M,M,steven13@adventure-works.com,60000,South,Vancouver,British Columbia,,24.99,73
Pedro,1964-03-17,S,M,pedro7@adventure-works.com,40000,East,Beverly Hills,California,,4.99,13
Eduardo,1971-09-16,S,M,eduardo45@adventure-works.com,60000,South,Langley,British Columbia,,3.99,95
Gabriella,1971-10-08,S,F,gabriella0@adventure-works.com,60000,West,Puyallup,Washington,,32.6,65
Ashley,1971-10-22,S,F,ashley29@adventure-works.com,60000,East,San Francisco,California,,34.99,95
Seth,1971-04-27,S,M,seth56@adventure-works.com,60000,East,Santa Cruz,California,,24.99,99
Ian,1964-12-11,M,M,ian38@adventure-works.com,60000,South,Burien,Washington,,4.99,37
Emma,1964-07-14,M,F,emma30@adventure-works.com,60000,West,Vancouver,British Columbia,,34.99,53
Logan,1963-02-26,S,M,logan41@adventure-works.com,60000,South,Marysville,Washington,,8.99,73
Thomas,1963-07-24,S,M,thomas81@adventure-works.com,60000,East,Oakland,California,,49.99,100
Xavier,1963-02-13,M,M,xavier82@adventure-works.com,60000,South,Salem,Oregon,,69.99,83
Mason,1963-02-06,S,M,mason14@adventure-works.com,60000,West,Portland,Oregon,,49.99,1
Jennifer,1963-09-23,M,F,jennifer70@adventure-works.com,60000,East,Oregon City,Oregon,,69.99,8
Benjamin,1963-06-17,S,M,benjamin8@adventure-works.com,70000,East,N. Vancouver,British Columbia,,4.99,13
Jaime,1963-05-02,S,M,jaime46@adventure-works.com,80000,South,Berkeley,California,,63.5,5
Dawn,1963-03-12,S,F,dawn26@adventure-works.com,80000,West,Bremerton,Washington,,4.99,41
Derrick,1963-02-26,S,M,derrick9@adventure-works.com,80000,South,Chula Vista,California,,21.98,88
Victoria,1962-09-18,S,F,victoria33@adventure-works.com,60000,East,Bremerton,Washington,,34.99,77
Alexandra,1962-10-16,S,F,alexandra57@adventure-works.com,60000,South,Burlingame,California,,24.49,51
Jay,1962-05-04,M,M,jay34@adventure-works.com,70000,West,Burien,Washington,,3.99,48
Arturo,1962-10-24,S,M,arturo41@adventure-works.com,70000,East,Concord,California,,32.6,2
Richard,1962-11-20,S,M,richard57@adventure-works.com,70000,East,Yakima,Washington,,24.49,12
Richard,1962-11-15,S,M,richard36@adventure-works.com,80000,South,Puyallup,Washington,,28.99,19
Sean,1962-08-06,M,M,sean24@adventure-works.com,80000,West,Burien,Washington,,4.99,7
Luke,1962-02-08,M,M,luke32@adventure-works.com,80000,South,Shawnee,British Columbia,,54.99,68
Frank,1933-11-06,M,M,frank30@adventure-works.com,70000,East,Chula Vista,California,,2.29,1
Candice,1973-09-01,M,F,candice7@adventure-works.com,80000,South,North Ryde,New South Wales,,21.49,27
Patricia,1973-06-10,M,F,patricia17@adventure-works.com,90000,West,Warrnambool,Victoria,,2.29,6
Erik,1973-04-05,M,M,erik2@adventure-works.com,100000,East,North Ryde,New South Wales,,4.99,37
Melinda,1972-05-13,S,F,melinda14@adventure-works.com,60000,East,Cloverdale,South Australia,,8.99,56
Wesley,1972-12-26,M,M,wesley12@adventure-works.com,60000,South,Rhodes,New South Wales,,9.99,21
Gabrielle,1974-11-24,M,F,gabrielle37@adventure-works.com,80000,West,Hervey Bay,Queensland,,4.99,8
Kristi,1974-04-12,M,F,kristi24@adventure-works.com,80000,South,Findon,South Australia,,21.98,20
Warren,1972-09-21,M,M,warren20@adventure-works.com,60000,East,Wollongong,New South Wales,,2319.99,84
Mathew,1972-06-19,S,M,mathew12@adventure-works.com,60000,South,Townsville,Queensland,,21.98,21
Jerome,1972-04-12,M,M,jerome16@adventure-works.com,60000,West,Bendigo,Victoria,,24.49,13
Colin,1972-09-19,S,M,colin31@adventure-works.com,70000,East,Hawthorne,Queensland,,742.35,100
Roy,1971-06-23,S,M,roy32@adventure-works.com,70000,East,North Sydney,New South Wales,,159.0,19
Kaitlin,1973-08-11,S,F,kaitlin0@adventure-works.com,120000,South,Rhodes,New South Wales,,769.49,43
Chelsea,1973-11-19,S,F,chelsea4@adventure-works.com,130000,West,Sydney,New South Wales,,4.99,33
Jessica,1971-10-27,M,F,jessica19@adventure-works.com,70000,South,Warrnambool,Victoria,,53.99,89
Alejandro,1970-09-06,S,M,alejandro20@adventure-works.com,80000,East,Port Macquarie,New South Wales,,2443.35,23
Grace,1970-10-25,M,F,grace56@adventure-works.com,90000,South,Wollongong,New South Wales,,34.99,30
Barbara,1970-10-10,M,F,barbara22@adventure-works.com,90000,West,Wollongong,New South Wales,,2443.35,65
Darren,1970-01-21,M,M,darren39@adventure-works.com,90000,East,Gold Coast,Queensland,,8.99,28
Morgan,1957-07-04,S,F,morgan27@adventure-works.com,60000,East,Victoria,British Columbia,,4.99,70
Faith,1957-07-06,M,F,faith28@adventure-works.com,60000,South,West Covina,California,,54.99,18
James,1957-10-07,S,M,james72@adventure-works.com,60000,West,Fremont,California,,2294.99,7
Jackson,1961-02-25,M,M,jackson32@adventure-works.com,60000,South,Beaverton,Oregon,,21.98,17
Kara,1961-05-18,S,F,kara10@adventure-works.com,70000,East,Berkeley,California,,34.99,71
Jerry,1961-11-18,M,M,jerry8@adventure-works.com,70000,South,Burien,Washington,,24.49,62
Laura,1961-04-28,M,F,laura26@adventure-works.com,70000,West,Chula Vista,California,,2294.99,70
Austin,1961-11-26,S,M,austin27@adventure-works.com,90000,East,Walla Walla,Washington,,21.98,36
David,1960-11-16,M,M,david42@adventure-works.com,80000,East,West Covina,California,,120.0,69
Nicholas,1960-08-23,M,M,nicholas11@adventure-works.com,80000,South,Grossmont,California,,2384.07,98
Katelyn,1960-01-27,M,F,katelyn6@adventure-works.com,60000,West,Tacoma,Washington,,28.99,28
Amber,1960-11-12,M,F,amber21@adventure-works.com,60000,South,Bellingham,Washington,,4.99,95
Jordan,1969-09-05,M,M,jordan54@adventure-works.com,90000,East,Westminster,British Columbia,,49.99,3
Devin,1969-08-07,M,M,devin72@adventure-works.com,100000,South,Everett,Washington,,539.99,29
Stephanie,1969-06-14,M,F,stephanie31@adventure-works.com,100000,West,Lynnwood,Washington,,8.99,87
Jocelyn,1969-12-15,S,F,jocelyn16@adventure-works.com,100000,East,Marysville,Washington,,1120.49,13
Jodi,1968-10-06,S,F,jodi6@adventure-works.com,80000,East,Cliffside,British Columbia,,8.99,28
Joseph,1968-06-25,S,M,joseph24@adventure-works.com,80000,South,Westminster,British Columbia,,4.99,20
Abigail,1968-03-13,S,F,abigail71@adventure-works.com,90000,West,Corvallis,Oregon,,7.95,30
Antonio,1968-05-19,S,M,antonio2@adventure-works.com,90000,South,Lebanon,Oregon,,539.99,32
Alexis,1968-11-23,M,F,alexis6@adventure-works.com,100000,East,Tacoma,Washington,,21.49,41
Brandon,1968-04-01,S,M,brandon47@adventure-works.com,100000,South,W. Linn,Oregon,,2384.07,8
Darren,1968-06-17,S,M,darren9@adventure-works.com,130000,West,Chula Vista,California,,34.99,45
Melinda,1968-03-23,S,F,melinda12@adventure-works.com,130000,East,Colma,California,,8.99,83
Kelly,1968-06-09,S,F,kelly5@adventure-works.com,150000,East,Oakland,California,,2384.07,58
Evan,1968-05-04,M,M,evan28@adventure-works.com,160000,South,Torrance,California,,8.99,58
Angel,1960-01-15,S,M,angel28@adventure-works.com,70000,West,Bremerton,Washington,,4.99,49
Kaylee,1960-07-08,M,F,kaylee12@adventure-works.com,70000,South,Concord,California,,24.49,12
Matthew,1960-04-09,S,M,matthew26@adventure-works.com,80000,East,Port Orchard,Washington,,1120.49,59
Katherine,1938-04-18,S,F,katherine93@adventure-works.com,60000,South,Redmond,Washington,,34.99,49
Levi,1938-01-05,S,M,levi2@adventure-works.com,70000,West,Chula Vista,California,,2294.99,42
Courtney,1938-06-24,S,F,courtney4@adventure-works.com,130000,East,Newport Beach,California,,35.0,12
Lance,1967-10-25,S,M,lance6@adventure-works.com,80000,East,Cliffside,British Columbia,,4.99,5
Kaitlyn,1967-08-05,S,F,kaitlyn89@adventure-works.com,80000,South,Haney,British Columbia,,8.99,55
Brittany,1967-07-13,S,F,brittany13@adventure-works.com,80000,West,Victoria,British Columbia,,29.99,15
Samantha,1967-03-11,S,F,samantha38@adventure-works.com,90000,South,Milwaukie,Oregon,,4.99,73
Caitlin,1967-08-25,S,F,caitlin3@adventure-works.com,90000,East,Olympia,Washington,,2.29,80
Kevin,1967-10-08,M,M,kevin58@adventure-works.com,110000,South,Daly City,California,,35.0,48
Isaiah,1967-12-23,S,M,isaiah19@adventure-works.com,120000,West,El Cajon,California,,29.99,76
Eric,1967-04-04,S,M,eric58@adventure-works.com,120000,East,El Cajon,California,,4.99,60
Jennifer,1967-08-17,S,F,jennifer81@adventure-works.com,120000,East,Lakewood,California,,69.99,57
Xavier,1967-06-15,S,M,xavier50@adventure-works.com,150000,South,Torrance,California,,8.99,88
Samantha,1967-06-14,S,F,samantha7@adventure-works.com,150000,West,Torrance,California,,69.99,6
Madeline,1966-07-02,S,F,madeline21@adventure-works.com,80000,South,Westminster,British Columbia,,53.99,33
Sophia,1966-08-28,S,F,sophia0@adventure-works.com,90000,East,Bellingham,Washington,,9.99,40
Blake,1966-10-02,M,M,blake10@adventure-works.com,100000,South,Yakima,Washington,,4.99,72
Jared,1966-12-20,S,M,jared7@adventure-works.com,110000,West,Bellflower,California,,34.99,8
Eric,1966-08-22,S,M,eric12@adventure-works.com,110000,East,Chula Vista,California,,53.99,97
Angel,1966-12-16,M,M,angel26@adventure-works.com,130000,East,Palo Alto,California,,8.99,31
Thomas,1966-06-04,S,M,thomas62@adventure-works.com,130000,South,San Diego,California,,4.99,58
Sara,1965-06-24,S,F,sara6@adventure-works.com,70000,West,Langford,British Columbia,,2443.35,68
Jonathan,1965-06-19,S,M,jonathan68@adventure-works.com,90000,South,Redmond,Washington,,8.99,78
Austin,1965-06-19,M,M,austin5@adventure-works.com,90000,East,Sedro Woolley,Washington,,4.99,8
Anthony,1965-04-16,S,M,anthony11@adventure-works.com,100000,South,Yakima,Washington,,2.29,31
Mandy,1965-03-04,M,F,mandy10@adventure-works.com,110000,West,Beverly Hills,California,,3.99,11
Alex,1965-09-08,M,M,alex26@adventure-works.com,130000,East,Palo Alto,California,,32.6,62
Savannah,1965-05-25,S,F,savannah37@adventure-works.com,130000,East,San Francisco,California,,24.99,51
Erin,1959-10-15,M,F,erin27@adventure-works.com,60000,South,Edmonds,Washington,,32.6,40
Kyle,1959-04-11,S,M,kyle8@adventure-works.com,80000,West,Torrance,California,,3.99,23
Noah,1959-11-07,M,M,noah55@adventure-works.com,90000,South,Vancouver,British Columbia,,2.29,90
Jeremiah,1959-10-26,S,M,jeremiah35@adventure-works.com,90000,East,Oakland,California,,24.99,29
Makayla,1959-09-22,M,F,makayla8@adventure-works.com,90000,South,Yakima,Washington,,4.99,26
Jonathan,1958-09-10,S,M,jonathan55@adventure-works.com,70000,West,Royal Oak,British Columbia,,29.99,37
Ricky,1939-05-27,S,M,ricky19@adventure-works.com,70000,East,Colma,California,,34.99,47
Robert,1939-03-15,S,M,robert48@adventure-works.com,130000,East,San Gabriel,California,,69.99,7
Cassie,1940-02-22,S,F,cassie12@adventure-works.com,50000,South,Beaverton,Oregon,,53.99,80
Nathan,1940-05-24,M,M,nathan23@adventure-works.com,70000,West,Beverly Hills,California,,24.49,69
Riley,1940-01-27,M,F,riley21@adventure-works.com,90000,South,Coronado,California,,69.99,87
Marissa,1940-11-08,S,F,marissa17@adventure-works.com,90000,East,Daly City,California,,69.99,70
Lucas,1964-07-05,S,M,lucas23@adventure-works.com,80000,South,Langford,British Columbia,,4.99,4
Jordan,1964-10-19,M,F,jordan40@adventure-works.com,80000,West,Shawnee,British Columbia,,4.99,66
Marcus,1964-05-22,M,M,marcus11@adventure-works.com,90000,East,Edmonds,Washington,,8.99,48
Vanessa,1964-05-14,M,F,vanessa21@adventure-works.com,90000,East,Lebanon,Oregon,,4.99,63
Carlos,1964-01-12,M,M,carlos45@adventure-works.com,100000,South,Spokane,Washington,,2.29,32
Antonio,1964-06-25,S,M,antonio5@adventure-works.com,100000,West,W. Linn,Oregon,,21.98,31
Alex,1964-01-14,M,M,alex48@adventure-works.com,100000,South,Bellflower,California,,4.99,98
Timothy,1964-02-12,M,M,timothy38@adventure-works.com,100000,East,Bellflower,California,,2.29,18
Miguel,1964-07-22,S,M,miguel31@adventure-works.com,120000,South,Lemon Grove,California,,21.98,62
Taylor,1957-05-15,S,F,taylor58@adventure-works.com,70000,West,Spring Valley,California,,49.99,80
Sydney,1957-08-22,M,F,sydney34@adventure-works.com,70000,East,Puyallup,Washington,,21.98,62
Samantha,1957-04-27,S,F,samantha9@adventure-works.com,70000,East,Oak Bay,British Columbia,,63.5,97
Janet,1957-08-18,S,F,janet33@adventure-works.com,70000,South,Long Beach,California,,69.99,61
Hailey,1957-07-21,S,F,hailey47@adventure-works.com,70000,West,Lemon Grove,California,,8.99,75
